<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,,PRICE,TOTAL,TOTALIF,IF,
25.12.2020,16:02:00,114887,115289,107912,111272,40,,112340,4493600,,0,0
25.12.2020,16:03:00,110162,115285,107948,108319,85,,"110428,5","9386422,5",,0,0
25.12.2020,16:04:00,108984,115224,107901,113888,27,,"111499,25","3010479,75",,1,0
25.12.2020,16:05:00,114615,115280,107934,107934,68,,"111440,75",7577971,,0,0
25.12.2020,16:06:00,109343,115259,107934,111600,98,,111034,10881332,,1,0
25.12.2020,16:07:00,111149,115242,107957,115044,29,,112348,3258092,,1,0
25.12.2020,16:08:00,110024,115270,107988,113620,34,,"111725,5",3798667,,1,0
25.12.2020,16:09:00,111220,115061,107946,111886,98,,"111528,25","10929768,5",,1,0
25.12.2020,16:10:00,114424,115261,107905,113846,17,,112859,1918603,,0,0
25.12.2020,16:11:00,114199,115287,107997,108952,44,,"111608,75",4910785,,0,0
25.12.2020,16:12:00,111147,115172,107972,115160,73,,"112362,75","8202480,75",,1,0
25.12.2020,16:13:00,110821,115262,107987,114213,1,,"112070,75","112070,75",,1,0
25.12.2020,16:14:00,108589,115207,108091,109744,19,,"110407,75","2097747,25",,1,0
25.12.2020,16:15:00,113481,115234,107949,111158,62,,"111955,5",6941241,,0,0
25.12.2020,16:16:00,112544,115170,107934,113794,22,,"112360,5",2471931,,1,0
25.12.2020,16:17:00,109012,115166,108038,110452,21,,110667,2324007,,1,0
25.12.2020,16:18:00,110216,115170,108011,113103,87,,111625,9711375,,1,0
25.12.2020,16:19:00,109914,115242,107909,115144,9,,"112052,25","1008470,25",,1,0
25.12.2020,16:20:00,114929,115232,107912,110956,89,,"112257,25","9990895,25",,0,0
25.12.2020,16:21:00,115203,115236,108214,115155,11,,113452,1247972,,0,0
25.12.2020,16:22:00,112679,115113,107931,109822,75,,"111386,25","8353968,75",,0,0
25.12.2020,16:23:00,111546,115297,107998,109879,67,,111180,7449060,,0,0
25.12.2020,16:24:00,114564,115230,108011,114998,28,,"113200,75",3169621,,1,0
25.12.2020,16:25:00,114358,115064,108005,113335,34,,"112690,5",3831477,,0,0
25.12.2020,16:26:00,107965,115209,107965,111508,28,,"110661,75",3098529,,1,0
25.12.2020,16:27:00,112494,115259,107985,114646,29,,112596,3265284,,1,0
25.12.2020,16:28:00,111942,115122,108133,114144,17,,"112335,25","1909699,25",,1,0
25.12.2020,16:29:00,109809,115290,107904,109588,12,,"110647,75",1327773,,0,0
25.12.2020,16:30:00,114647,115278,108223,108289,44,,"111609,25",4910807,,0,0
25.12.2020,16:31:00,115049,115190,108142,110642,4,,"112255,75",449023,,0,0
25.12.2020,16:32:00,112834,115096,107971,108783,63,,111171,7003773,,0,0
25.12.2020,16:33:00,112838,115206,108104,112895,71,,"112260,75","7970513,25",,1,0
25.12.2020,16:34:00,110826,115244,108309,112365,10,,111686,1116860,,1,0
25.12.2020,16:35:00,109105,115224,108102,112917,65,,111337,7236905,,1,0
25.12.2020,16:36:00,110356,115250,108085,109240,34,,"110732,75","3764913,5",,0,0
25.12.2020,16:37:00,109261,115226,108026,113696,3,,"111552,25","334656,75",,1,0
25.12.2020,16:38:00,112988,115260,107974,111388,82,,"111902,5",9176005,,0,0
25.12.2020,16:39:00,112879,115254,107933,114593,93,,"112664,75","10477821,75",,1,0
25.12.2020,16:40:00,109565,115087,107926,108159,73,,"110184,25","8043450,25",,0,0
25.12.2020,16:41:00,112175,115157,107970,110291,16,,"111398,25",1782372,,0,0
25.12.2020,16:42:00,112637,114940,108062,114761,45,,112600,5067000,,1,0
25.12.2020,16:43:00,108201,115119,107934,111112,85,,"110591,5","9400277,5",,1,0
25.12.2020,16:44:00,110620,115177,107903,113531,71,,"111807,75","7938350,25",,1,0
25.12.2020,16:45:00,108110,115292,107903,114474,8,,"111444,75",891558,,1,0
25.12.2020,16:46:00,109665,114920,107961,109035,98,,"110395,25","10818734,5",,0,0
25.12.2020,16:47:00,112312,115222,108242,111997,68,,"111943,25",7612141,,0,0
25.12.2020,16:48:00,108076,115177,107920,108473,35,,"109911,5","3846902,5",,1,0
25.12.2020,16:49:00,112553,114850,107922,112596,69,,"111980,25","7726637,25",,1,0
25.12.2020,16:50:00,110050,115060,107962,113573,38,,"111661,25","4243127,5",,1,0
25.12.2020,16:51:00,111844,115295,107936,109572,83,,"111161,75","9226425,25",,0,0
25.12.2020,16:52:00,114604,115163,107992,112204,20,,"112490,75",2249815,,0,0
25.12.2020,16:53:00,111775,115059,107982,110359,35,,"111293,75","3895281,25",,0,0
25.12.2020,16:54:00,114337,115296,107948,107996,72,,"111394,25",8020386,,0,0
25.12.2020,16:55:00,112979,115275,108044,114286,86,,112646,9687556,,1,0
25.12.2020,16:56:00,112916,115128,107925,113242,56,,"112302,75",6288954,,1,0
25.12.2020,16:57:00,111515,115245,107970,110094,73,,111206,8118038,,0,0
25.12.2020,16:58:00,114317,115193,107919,111864,11,,"112323,25","1235555,75",,0,0
25.12.2020,16:59:00,109560,115180,107963,108454,10,,"110289,25","1102892,5",,0,0
25.12.2020,17:00:00,115293,115293,108166,114962,90,,"113428,5",10208565,,0,0
25.12.2020,17:01:00,113943,115127,107932,108736,77,,"111434,5","8580456,5",,0,0
25.12.2020,17:02:00,115129,115276,107984,111702,58,,"112522,75","6526319,5",,0,0
25.12.2020,17:03:00,114081,115083,107916,111608,96,,112172,10768512,,0,0
25.12.2020,17:04:00,111584,115288,108005,115041,83,,"112479,5","9335798,5",,1,0
25.12.2020,17:05:00,110210,115251,107962,114027,33,,"111862,5","3691462,5",,1,0
25.12.2020,17:06:00,113473,115290,107988,112403,51,,"112288,5","5726713,5",,0,0
25.12.2020,17:07:00,114116,115268,108057,109303,92,,111686,10275112,,0,0
25.12.2020,17:08:00,114291,114792,107947,112502,42,,112383,4720086,,0,0
25.12.2020,17:09:00,112195,115220,107939,112160,52,,"111878,5",5817682,,0,0
25.12.2020,17:10:00,109802,115027,107957,114073,30,,"111714,75","3351442,5",,1,0
25.12.2020,17:11:00,109539,115281,108147,108205,52,,110293,5735236,,0,0
25.12.2020,17:12:00,111883,115189,107905,110212,79,,"111297,25","8792482,75",,0,0
25.12.2020,17:13:00,109653,115180,108033,113712,22,,"111644,5",2456179,,1,0
25.12.2020,17:14:00,114861,115241,108011,108034,37,,"111536,75","4126859,75",,0,0
25.12.2020,17:15:00,109587,115145,107937,112462,54,,"111282,75","6009268,5",,1,0
25.12.2020,17:16:00,107907,115174,107907,112201,93,,"110797,25","10304144,25",,1,0
25.12.2020,17:17:00,109868,115145,108338,112624,66,,"111493,75","7358587,5",,1,0
25.12.2020,17:18:00,112047,115047,107950,113121,83,,"112041,25","9299423,75",,1,0
25.12.2020,17:19:00,114337,115207,107931,112829,2,,112576,225152,,0,0
25.12.2020,17:20:00,111297,115242,108059,114305,70,,"112225,75","7855802,5",,1,0
25.12.2020,17:21:00,112626,115178,108025,114747,86,,112644,9687384,,1,0
25.12.2020,17:22:00,109406,115161,108148,111079,28,,"110948,5",3106558,,1,0
25.12.2020,17:23:00,114855,115214,107940,111417,80,,"112356,5",8988520,,0,0
25.12.2020,17:24:00,115228,115228,107924,114755,21,,"113283,75","2378958,75",,0,0
25.12.2020,17:25:00,113783,115273,107997,111608,30,,"112165,25","3364957,5",,0,0
25.12.2020,17:26:00,109218,115291,107982,113893,51,,111596,5691396,,1,0
25.12.2020,17:27:00,115213,115226,107941,114465,50,,"113211,25","5660562,5",,0,0
25.12.2020,17:28:00,108767,115017,107911,108993,83,,110172,9144276,,1,0
25.12.2020,17:29:00,112704,114836,107931,110636,40,,"111526,75",4461070,,0,0
25.12.2020,17:30:00,110074,115293,107940,115187,84,,"112123,5",9418374,,1,0
25.12.2020,17:31:00,108761,115277,108179,112189,81,,"111101,5","8999221,5",,1,0
25.12.2020,17:32:00,110764,115218,107900,109804,74,,"110921,5",8208191,,0,0
25.12.2020,17:33:00,114511,115097,107944,108358,27,,"111477,5","3009892,5",,0,0
25.12.2020,17:34:00,109389,115088,107907,108855,10,,"110309,75","1103097,5",,0,0
25.12.2020,17:35:00,111807,114966,108012,113855,68,,112160,7626880,,1,0
25.12.2020,17:36:00,109094,115203,108065,110373,73,,"110683,75","8079913,75",,1,0
25.12.2020,17:37:00,108048,114871,107947,109931,17,,"110199,25","1873387,25",,1,0
25.12.2020,17:38:00,114586,115201,108091,114887,97,,"113191,25","10979551,25",,1,0
25.12.2020,17:40:00,112887,115286,108003,108285,71,,"111115,25","7889182,75",,0,0
25.12.2020,17:41:00,109006,115215,107955,114868,37,,111761,4135157,,1,0
25.12.2020,17:42:00,114670,115270,108123,110195,39,,"112064,5","4370515,5",,0,0
25.12.2020,17:43:00,108766,115198,107926,111978,49,,110967,5437383,,1,0
25.12.2020,17:44:00,113454,115210,107985,112002,62,,"112162,75","6954090,5",,0,0
25.12.2020,17:45:00,109783,115263,108324,113887,45,,"111814,25","5031641,25",,1,0
25.12.2020,17:46:00,113159,115138,107966,112225,34,,112122,3812148,,0,0
25.12.2020,17:47:00,113557,115248,108522,110445,27,,111943,3022461,,0,0
25.12.2020,17:48:00,108032,115242,107931,111491,14,,110674,1549436,,1,0
25.12.2020,17:49:00,112800,115256,108040,109390,97,,"111371,5","10803035,5",,0,0
25.12.2020,17:50:00,111602,115231,107912,109640,60,,"111096,25",6665775,,0,0
25.12.2020,17:51:00,113008,115260,107996,115016,96,,112820,10830720,,1,0
25.12.2020,17:52:00,111891,115276,107917,113483,31,,"112141,75","3476394,25",,1,0
25.12.2020,17:53:00,115115,115153,108118,114412,50,,"113199,5",5659975,,0,0
25.12.2020,17:54:00,109459,115255,108005,112520,48,,"111309,75",5342868,,1,0
25.12.2020,17:55:00,109481,115132,108008,109235,79,,110464,8726656,,0,0
25.12.2020,17:56:00,108453,115278,107917,110117,51,,"110441,25","5632503,75",,1,0
25.12.2020,17:57:00,113944,115245,107938,115245,52,,113093,5880836,,1,0
25.12.2020,17:58:00,113756,115203,108306,113291,90,,112639,10137510,,0,0
25.12.2020,17:59:00,111470,115242,107957,108968,72,,"110909,25",7985466,,0,0
25.12.2020,18:00:00,115091,115232,108307,113315,87,,"112986,25","9829803,75",,0,0
25.12.2020,18:01:00,115215,115284,107997,113725,80,,"113055,25",9044420,,0,0
25.12.2020,18:02:00,108221,115108,107962,111134,49,,"110606,25","5419706,25",,1,0
25.12.2020,18:03:00,111539,115143,107936,113984,61,,"112150,5","6841180,5",,1,0
25.12.2020,18:04:00,110136,115016,107978,108357,60,,"110371,75",6622305,,0,0
25.12.2020,18:05:00,113769,114893,108048,108206,39,,111229,4337931,,0,0
25.12.2020,18:06:00,113518,115275,108052,113739,51,,112646,5744946,,1,0
25.12.2020,18:07:00,111232,115097,108206,114638,49,,"112293,25","5502369,25",,1,0
25.12.2020,18:08:00,109038,115193,107976,112701,2,,111227,222454,,1,0
25.12.2020,18:09:00,110551,115191,107916,114350,91,,112002,10192182,,1,0
25.12.2020,18:10:00,112631,115117,108001,115058,48,,"112701,75",5409684,,1,0
25.12.2020,18:11:00,113301,115123,107925,108191,21,,111135,2333835,,0,0
25.12.2020,18:12:00,114476,115187,107931,108988,50,,"111645,5",5582275,,0,0
25.12.2020,18:13:00,110865,115266,107929,112974,41,,"111758,5","4582098,5",,1,0
25.12.2020,18:14:00,113326,115286,108004,114474,51,,"112772,5","5751397,5",,1,0
25.12.2020,18:15:00,109120,115142,108206,113695,50,,"111540,75","5577037,5",,1,0
25.12.2020,18:16:00,113126,115145,108289,108612,5,,111293,556465,,0,0
25.12.2020,18:17:00,111278,115238,108063,114249,44,,112207,4937108,,1,0
25.12.2020,18:18:00,113253,114570,107929,108526,3,,"111069,5","333208,5",,0,0
25.12.2020,18:19:00,108989,115262,108102,113333,87,,"111421,5","9693670,5",,1,0
25.12.2020,18:20:00,108345,115296,108020,112877,42,,"111134,5",4667649,,1,0
25.12.2020,18:21:00,109787,115273,107913,110516,70,,"110872,25","7761057,5",,1,0
25.12.2020,18:22:00,113332,115254,107921,108474,86,,"111245,25","9567091,5",,0,0
25.12.2020,18:23:00,112043,115101,108013,111835,20,,111748,2234960,,0,0
25.12.2020,18:24:00,109442,115064,108014,114561,43,,"111770,25","4806120,75",,1,0
25.12.2020,18:25:00,113747,115195,107901,110976,13,,"111954,75","1455411,75",,0,0
25.12.2020,18:26:00,111082,115242,108323,114027,66,,"112168,5",7403121,,1,0
25.12.2020,18:27:00,110688,115171,107947,114593,40,,"112099,75",4483990,,1,0
25.12.2020,18:28:00,111414,115267,108048,110263,81,,111248,9011088,,0,0
25.12.2020,18:29:00,111913,115239,107910,109481,80,,"111135,75",8890860,,0,0
25.12.2020,18:30:00,108435,115276,108034,114904,97,,"111662,25","10831238,25",,1,0
25.12.2020,18:31:00,114310,115174,107915,112353,40,,112438,4497520,,0,0
25.12.2020,18:32:00,115184,115252,108024,113473,16,,"112983,25",1807732,,0,0
25.12.2020,18:33:00,111214,115111,108163,108376,11,,110716,1217876,,0,0
25.12.2020,18:34:00,114484,115011,107991,114406,96,,112973,10845408,,0,0
25.12.2020,18:35:00,109953,115229,107989,114073,68,,111811,7603148,,1,0
25.12.2020,18:36:00,110927,115187,107928,114035,66,,"112019,25","7393270,5",,1,0
25.12.2020,18:37:00,111516,115164,108026,114363,10,,"112267,25","1122672,5",,1,0
25.12.2020,18:39:00,114139,115199,107997,113607,22,,"112735,5",2480181,,0,0
25.12.2020,18:40:00,111921,115166,108126,108813,31,,"111006,5","3441201,5",,0,0
25.12.2020,18:41:00,114390,115260,108207,113924,89,,"112945,25","10052127,25",,0,0
25.12.2020,18:42:00,110899,115242,108121,109070,7,,110833,775831,,0,0
25.12.2020,18:43:00,109184,115231,107914,108068,81,,"110099,25","8918039,25",,0,0
25.12.2020,18:44:00,114875,115232,107908,112896,70,,"112727,75","7890942,5",,0,0
25.12.2020,18:45:00,111537,115176,108070,114124,43,,"112226,75","4825750,25",,1,0
25.12.2020,18:46:00,112649,115276,108106,114037,47,,112517,5288299,,1,0
25.12.2020,18:47:00,108629,115265,108126,112832,82,,111213,9119466,,1,0
25.12.2020,18:48:00,115009,115224,107965,114651,58,,"113212,25","6566310,5",,0,0
25.12.2020,18:49:00,114421,115055,108033,114949,81,,"113114,5","9162274,5",,1,0
25.12.2020,18:50:00,108925,115201,107938,108726,48,,"110197,5",5289480,,0,0
25.12.2020,18:51:00,110854,115261,107985,108895,75,,"110748,75","8306156,25",,0,0
25.12.2020,18:52:00,108379,115163,107971,109394,58,,"110226,75","6393151,5",,1,0
25.12.2020,18:53:00,110085,115233,108027,109652,44,,"110749,25",4872967,,0,0
25.12.2020,18:54:00,113300,115163,107943,114857,91,,"112815,75","10266233,25",,1,0
25.12.2020,18:55:00,111262,115079,108077,108733,35,,"110787,75","3877571,25",,0,0
25.12.2020,18:56:00,112693,115135,107938,115096,22,,"112715,5",2479741,,1,0
25.12.2020,18:57:00,108765,115171,108022,108274,52,,110058,5723016,,0,0
25.12.2020,18:58:00,112506,115283,108258,113567,49,,"112403,5","5507771,5",,1,0
25.12.2020,18:59:00,112192,115270,107975,110283,77,,111430,8580110,,0,0
25.12.2020,19:00:00,108247,115199,107958,108777,8,,"110045,25",880362,,1,0
25.12.2020,19:01:00,109074,115281,108006,108006,60,,"110091,75",6605505,,0,0
25.12.2020,19:02:00,110003,115248,108022,110590,9,,"110965,75","998691,75",,1,0
25.12.2020,19:03:00,113487,115203,108038,109002,2,,"111432,5",222865,,0,0
25.12.2020,19:04:00,108954,115231,107951,112949,53,,"111271,25","5897376,25",,1,0
25.12.2020,19:05:00,109260,115226,107993,110739,5,,"110804,5","554022,5",,1,0
25.12.2020,19:06:00,112900,115138,107930,114225,9,,"112548,25","1012934,25",,1,0
25.12.2020,19:07:00,113906,115266,108037,112506,23,,"112428,75","2585861,25",,0,0
25.12.2020,19:08:00,107978,115203,107965,114221,23,,"111341,75","2560860,25",,1,0
25.12.2020,19:09:00,114532,115238,107997,108421,15,,111547,1673205,,0,0
25.12.2020,19:10:00,111512,115279,107971,112886,93,,111912,10407816,,1,0
25.12.2020,19:11:00,108922,115246,108151,108403,23,,"110180,5","2534151,5",,0,0
25.12.2020,19:12:00,112293,114901,107914,113626,66,,"112183,5",7404111,,1,0
25.12.2020,19:13:00,113240,115212,108299,108769,56,,111380,6237280,,0,0
25.12.2020,19:14:00,114304,115174,108005,110563,75,,"112011,5","8400862,5",,0,0
25.12.2020,19:15:00,109399,115061,107900,108436,74,,110199,8154726,,0,0
25.12.2020,19:16:00,110978,115068,107963,111541,18,,"111387,5",2004975,,1,0
25.12.2020,19:17:00,112399,115161,108094,113853,48,,"112376,75",5394084,,1,0
25.12.2020,19:18:00,110972,115156,107943,108072,21,,"110535,75","2321250,75",,0,0
25.12.2020,19:19:00,112981,115065,108039,109225,46,,"111327,5",5121065,,0,0
25.12.2020,19:20:00,110602,115123,108176,113812,48,,"111928,25",5372556,,1,0
25.12.2020,19:22:00,112512,115298,107954,115051,31,,"112703,75","3493816,25",,1,0
25.12.2020,19:23:00,113914,115206,107994,114070,4,,112796,451184,,1,0
25.12.2020,19:24:00,113542,115280,107978,114531,95,,"112832,75","10719111,25",,1,0
25.12.2020,19:25:00,113802,115248,108064,113624,35,,"112684,5","3943957,5",,0,0
25.12.2020,19:26:00,111739,115165,108072,110618,30,,"111398,5",3341955,,0,0
25.12.2020,19:27:00,111599,115299,108023,110094,63,,"111253,75","7008986,25",,0,0
25.12.2020,19:28:00,114687,115291,108014,112832,90,,112706,10143540,,0,0
25.12.2020,19:29:00,110599,115018,107981,111081,1,,"111169,75","111169,75",,1,0
25.12.2020,19:30:00,108085,115191,108008,108379,48,,"109915,75",5275956,,1,0
25.12.2020,19:31:00,109848,114962,107916,111739,78,,"111116,25","8667067,5",,1,0
25.12.2020,19:32:00,115067,115075,108058,113376,2,,112894,225788,,0,0
25.12.2020,19:33:00,109162,115241,108113,112700,90,,111304,10017360,,1,0
25.12.2020,19:34:00,113336,115112,108543,110602,22,,"111898,25","2461761,5",,0,0
25.12.2020,19:35:00,110536,114934,107920,112941,2,,"111582,75","223165,5",,1,0
25.12.2020,19:36:00,108609,115210,107970,110793,5,,"110645,5","553227,5",,1,0
25.12.2020,19:37:00,108376,115274,108082,112978,83,,"111177,5","9227732,5",,1,0
25.12.2020,19:38:00,108932,115143,108113,109657,82,,"110461,25","9057822,5",,1,0
25.12.2020,19:39:00,113866,115190,107973,110130,2,,"111789,75","223579,5",,0,0
25.12.2020,19:40:00,108111,115289,107959,112856,97,,"111053,75","10772213,75",,1,0
25.12.2020,19:41:00,110691,115298,108353,114592,55,,"112233,5","6172842,5",,1,0
25.12.2020,19:42:00,112205,115243,108269,113748,40,,"112366,25",4494650,,1,0
25.12.2020,19:43:00,113923,115286,108258,108749,31,,111554,3458174,,0,0
25.12.2020,19:44:00,111447,115236,108055,114013,78,,"112187,75","8750644,5",,1,0
25.12.2020,19:45:00,112967,115299,108113,109287,31,,"111416,5","3453911,5",,0,0
25.12.2020,19:46:00,112718,115041,107927,108466,88,,111038,9771344,,0,0
25.12.2020,19:47:00,113011,115297,107909,115272,64,,"112872,25",7223824,,1,0
25.12.2020,19:48:00,110636,115245,107950,113401,48,,111808,5366784,,1,0
25.12.2020,19:49:00,110801,115274,108044,111929,87,,111512,9701544,,1,0
25.12.2020,19:50:00,114855,115256,107908,111506,77,,"112381,25","8653356,25",,0,0
25.12.2020,19:51:00,112390,115092,108055,114905,65,,"112610,5","7319682,5",,1,0
25.12.2020,19:52:00,108572,115246,107974,115246,32,,"111759,5",3576304,,1,0
25.12.2020,19:53:00,109082,115265,108463,109588,36,,"110599,5",3981582,,1,0
25.12.2020,19:54:00,112044,115268,108043,110351,59,,"111426,5","6574163,5",,0,0
25.12.2020,19:55:00,110357,115220,108021,108500,61,,"110524,5","6741994,5",,0,0
25.12.2020,19:56:00,108270,115158,107938,114953,61,,"111579,75","6806364,75",,1,0
25.12.2020,19:57:00,107914,114963,107914,112660,34,,"110862,75","3769333,5",,1,0
25.12.2020,19:58:00,114756,115269,107959,109667,5,,"111912,75","559563,75",,0,0
25.12.2020,19:59:00,108047,115228,107904,109671,90,,"110212,5",9919125,,1,0
25.12.2020,20:00:00,114738,115212,107986,114735,36,,"113167,75",4074039,,0,0
28.12.2020,10:00:00,108877,115115,108000,108688,61,,110170,6720370,,0,0
28.12.2020,10:01:00,111113,115178,108351,108724,90,,"110841,5",9975735,,0,0
28.12.2020,10:02:00,115108,115137,108618,111783,39,,"112661,5","4393798,5",,0,0
28.12.2020,10:03:00,108857,114932,107968,108001,16,,"109939,5",1759032,,0,0
28.12.2020,10:04:00,113774,115171,107969,112037,42,,"112237,75","4713985,5",,0,0
28.12.2020,10:05:00,110418,115201,107956,115187,58,,"112190,5",6507049,,1,0
28.12.2020,10:06:00,108982,115098,107942,114274,69,,111574,7698606,,1,0
28.12.2020,10:07:00,113060,115286,107959,114298,2,,"112650,75","225301,5",,1,0
28.12.2020,10:08:00,112373,115101,107993,110505,9,,111493,1003437,,0,0
28.12.2020,10:09:00,108115,115003,108114,111367,51,,"110649,75","5643137,25",,1,0
28.12.2020,10:10:00,110814,115165,107983,111034,50,,111249,5562450,,1,0
28.12.2020,10:11:00,110777,115271,108006,110092,54,,"111036,5",5995971,,0,0
28.12.2020,10:12:00,111425,115103,107945,114061,10,,"112133,5",1121335,,1,0
28.12.2020,10:13:00,112785,114831,107924,113976,56,,112379,6293224,,1,0
28.12.2020,10:14:00,108248,115157,108069,112805,77,,"111069,75","8552370,75",,1,0
28.12.2020,10:15:00,109014,115223,107939,112492,86,,111167,9560362,,1,0
28.12.2020,10:16:00,112265,114838,107986,111806,33,,"111723,75","3686883,75",,0,0
28.12.2020,10:17:00,109136,115239,107936,112968,57,,"111319,75","6345225,75",,1,0
28.12.2020,10:18:00,111795,115218,108132,109087,26,,111058,2887508,,0,0
28.12.2020,10:19:00,112209,115073,108020,111810,59,,111778,6594902,,0,0
28.12.2020,10:20:00,109241,115167,107948,112875,33,,"111307,75","3673155,75",,1,0
28.12.2020,10:21:00,109176,115111,107976,114980,28,,"111810,75",3130701,,1,0
28.12.2020,10:22:00,114181,115103,108043,112361,57,,112422,6408054,,0,0
